polarity;category;term_target;start_end;sentence;cleaned_sentence;parsed_sentence;parsed_sentence_list;Spacy_parsed_list
1312;positive;SERVICE#GENERAL;service;34:41;Great food, good size menu, great service and an unpretensious setting.;great food good size menu great service unpretensious setting;[(('food', 'NN'), 'amod', ('Great', 'JJ')), (('food', 'NN'), 'dep', ('service', 'NN')), (('service', 'NN'), 'amod', ('good', 'JJ')), (('service', 'NN'), 'compound', ('size', 'NN')), (('service', 'NN'), 'compound', ('menu', 'NN')), (('service', 'NN'), 'amod', ('great', 'JJ')), (('service', 'NN'), 'cc', ('and', 'CC')), (('service', 'NN'), 'conj', ('setting', 'NN')), (('setting', 'NN'), 'det', ('an', 'DT')), (('setting', 'NN'), 'amod', ('unpretensious', 'JJ'))];service food good size menu great and setting;service menu great and setting
1313;positive;FOOD#QUALITY;pasta dish;20:30;We both opted for a pasta dish and they were served timely and fresh.;opted pasta dish served timely fresh;[(('opted', 'VBD'), 'nsubj', ('We', 'PRP')), (('opted', 'VBD'), 'advmod', ('both', 'DT')), (('opted', 'VBD'), 'nmod', ('dish', 'NN')), (('dish', 'NN'), 'case', ('for', 'IN')), (('dish', 'NN'), 'det', ('a', 'DT')), (('dish', 'NN'), 'compound', ('pasta', 'NN')), (('opted', 'VBD'), 'cc', ('and', 'CC')), (('opted', 'VBD'), 'conj', ('served', 'VBN')), (('served', 'VBN'), 'nsubjpass', ('they', 'PRP')), (('served', 'VBN'), 'auxpass', ('were', 'VBD')), (('served', 'VBN'), 'xcomp', ('timely', 'JJ')), (('timely', 'JJ'), 'cc', ('and', 'CC')), (('timely', 'JJ'), 'conj', ('fresh', 'JJ'))];pasta dish dish opted for a pasta;pasta dish dish for a pasta
1314;positive;RESTAURANT#GENERAL;Village Underground;14:33;I came across Village Underground by accident, now I go there all the time.;came across village underground accident go time;[(('came', 'VBD'), 'nsubj', ('I', 'PRP')), (('came', 'VBD'), 'nmod', ('Underground', 'NNP')), (('Underground', 'NNP'), 'case', ('across', 'IN')), (('Underground', 'NNP'), 'compound', ('Village', 'NNP')), (('Underground', 'NNP'), 'nmod', ('accident', 'NN')), (('accident', 'NN'), 'case', ('by', 'IN')), (('came', 'VBD'), 'ccomp', ('go', 'VBP')), (('go', 'VBP'), 'advmod', ('now', 'RB')), (('go', 'VBP'), 'nsubj', ('I', 'PRP')), (('go', 'VBP'), 'advmod', ('there', 'RB')), (('go', 'VBP'), 'dobj', ('time', 'NN')), (('time', 'NN'), 'det:predet', ('all', 'PDT')), (('time', 'NN'), 'det', ('the', 'DT'))];village underground underground came across village accident;village underground underground across village
1315;positive;FOOD#QUALITY;food;35:39;Decor needs to be upgraded but the food is amazing!;decor needs upgraded but food amazing;[(('needs', 'VBZ'), 'nsubj', ('Decor', 'NNP')), (('needs', 'VBZ'), 'xcomp', ('upgraded', 'VBN')), (('upgraded', 'VBN'), 'mark', ('to', 'TO')), (('upgraded', 'VBN'), 'auxpass', ('be', 'VB')), (('upgraded', 'VBN'), 'ccomp', ('amazing', 'JJ')), (('amazing', 'JJ'), 'cc', ('but', 'CC')), (('amazing', 'JJ'), 'nsubj', ('food', 'NN')), (('food', 'NN'), 'det', ('the', 'DT')), (('amazing', 'JJ'), 'cop', ('is', 'VBZ'))];food amazing the;food is the
1316;negative;FOOD#QUALITY;egg custards;54:66;A few tips: skip the turnip cake, roast pork buns and egg custards.;tips skip turnip cake roast pork buns egg custards;[(('tips', 'NNS'), 'det', ('A', 'DT')), (('tips', 'NNS'), 'amod', ('few', 'JJ')), (('tips', 'NNS'), 'dep', ('skip', 'VB')), (('skip', 'VB'), 'dobj', ('buns', 'NNS')), (('buns', 'NNS'), 'det', ('the', 'DT')), (('buns', 'NNS'), 'compound', ('turnip', 'NN')), (('buns', 'NNS'), 'compound', ('cake', 'NN')), (('buns', 'NNS'), 'compound', ('roast', 'NN')), (('buns', 'NNS'), 'compound', ('pork', 'NN')), (('buns', 'NNS'), 'cc', ('and', 'CC')), (('buns', 'NNS'), 'conj', ('custards', 'NNS')), (('custards', 'NNS'), 'compound', ('egg', 'NN'))];egg custards custards buns egg;egg custards custards buns egg
1317;positive;FOOD#QUALITY;vitello alla marsala;14:34;I ordered the vitello alla marsala and I was pretty impressed.;ordered vitello alla marsala pretty impressed;[(('ordered', 'VBD'), 'nsubj', ('I', 'PRP')), (('ordered', 'VBD'), 'ccomp', ('impressed', 'JJ')), (('impressed', 'JJ'), 'nsubj', ('marsala', 'NN')), (('marsala', 'NN'), 'det', ('the', 'DT')), (('marsala', 'NN'), 'amod', ('vitello', 'JJ')), (('marsala', 'NN'), 'compound', ('alla', 'NN')), (('marsala', 'NN'), 'cc', ('and', 'CC')), (('marsala', 'NN'), 'conj', ('I', 'PRP')), (('impressed', 'JJ'), 'cop', ('was', 'VBD')), (('impressed', 'JJ'), 'advmod', ('pretty', 'RB'))];vitello marsala alla marsala marsala impressed the vitello alla and i;vitello alla alla marsala vitello marsala ordered the alla
1318;positive;FOOD#QUALITY;meal;33:37;I paid just about $60 for a good meal, though :);paid good meal though;[(('paid', 'VBN'), 'nsubj', ('I', 'PRP')), (('paid', 'VBN'), 'dobj', ('about', 'RB')), (('about', 'RB'), 'advmod', ('just', 'RB')), (('paid', 'VBN'), 'nmod', ('meal', 'NN')), (('meal', 'NN'), 'case', ('for', 'IN')), (('meal', 'NN'), 'det', ('a', 'DT')), (('meal', 'NN'), 'amod', ('good', 'JJ')), (('paid', 'VBN'), 'advmod', ('though', 'RB'))];meal paid for a good;meal for a good
1319;positive;FOOD#QUALITY;food;6:10;Great food, great decor, great service.;great food great decor great service;[(('food', 'NN'), 'amod', ('Great', 'JJ')), (('food', 'NN'), 'dep', ('decor', 'NN')), (('decor', 'NN'), 'amod', ('great', 'JJ')), (('food', 'NN'), 'dep', ('service', 'NN')), (('service', 'NN'), 'amod', ('great', 'JJ'))];food great decor service;food decor great
1320;positive;AMBIENCE#GENERAL;atmosphere;5:15;Cool atmosphere, the fire place in the back really ads to it but needs a bit more heat throughout on a cold night.;cool atmosphere fire place back really ads but needs bit heat throughout cold night;[(('atmosphere', 'NN'), 'amod', ('Cool', 'JJ')), (('atmosphere', 'NN'), 'dep', ('place', 'NN')), (('place', 'NN'), 'det', ('the', 'DT')), (('place', 'NN'), 'compound', ('fire', 'NN')), (('place', 'NN'), 'nmod', ('heat', 'NN')), (('heat', 'NN'), 'case', ('in', 'IN')), (('heat', 'NN'), 'det', ('the', 'DT')), (('heat', 'NN'), 'amod', ('ads', 'JJ')), (('ads', 'JJ'), 'advmod', ('back', 'RB')), (('ads', 'JJ'), 'advmod', ('really', 'RB')), (('ads', 'JJ'), 'nmod', ('it', 'PRP')), (('it', 'PRP'), 'case', ('to', 'TO')), (('ads', 'JJ'), 'cc', ('but', 'CC')), (('ads', 'JJ'), 'conj', ('more', 'JJR')), (('more', 'JJR'), 'nmod:npmod', ('needs', 'NNS')), (('needs', 'NNS'), 'dep', ('bit', 'NN')), (('bit', 'NN'), 'det', ('a', 'DT')), (('heat', 'NN'), 'nmod', ('night', 'NN')), (('night', 'NN'), 'case', ('throughout', 'IN')), (('night', 'NN'), 'case', ('on', 'IN')), (('night', 'NN'), 'det', ('a', 'DT')), (('night', 'NN'), 'amod', ('cold', 'JJ'))];atmosphere cool place;atmosphere atmosphere cool place ads but needs
1321;negative;SERVICE#GENERAL;Service;0:7;Service is not what you are coming here for...;service not coming;[(('is', 'VBZ'), 'nsubj', ('Service', 'NNP')), (('is', 'VBZ'), 'neg', ('not', 'RB')), (('is', 'VBZ'), 'ccomp', ('coming', 'VBG')), (('coming', 'VBG'), 'nmod', ('what', 'WP')), (('what', 'WP'), 'case', ('for', 'IN')), (('coming', 'VBG'), 'nsubj', ('you', 'PRP')), (('coming', 'VBG'), 'aux', ('are', 'VBP')), (('coming', 'VBG'), 'advmod', ('here', 'RB'))];service is;service is
1322;positive;AMBIENCE#GENERAL;restaurant;91:101;I was visiting New York City with a friend and we discovered this really warm and inviting restaurant.;visiting new york city friend discovered really warm inviting restaurant;[(('visiting', 'VBG'), 'nsubj', ('I', 'PRP')), (('visiting', 'VBG'), 'aux', ('was', 'VBD')), (('visiting', 'VBG'), 'dobj', ('City', 'NNP')), (('City', 'NNP'), 'compound', ('New', 'NNP')), (('City', 'NNP'), 'compound', ('York', 'NNP')), (('City', 'NNP'), 'nmod', ('friend', 'NN')), (('friend', 'NN'), 'case', ('with', 'IN')), (('friend', 'NN'), 'det', ('a', 'DT')), (('visiting', 'VBG'), 'parataxis', ('discovered', 'VBD')), (('discovered', 'VBD'), 'cc', ('and', 'CC')), (('discovered', 'VBD'), 'nsubj', ('we', 'PRP')), (('discovered', 'VBD'), 'xcomp', ('warm', 'JJ')), (('warm', 'JJ'), 'nsubj', ('this', 'DT')), (('warm', 'JJ'), 'advmod', ('really', 'RB')), (('visiting', 'VBG'), 'cc', ('and', 'CC')), (('visiting', 'VBG'), 'conj', ('inviting', 'VBG')), (('inviting', 'VBG'), 'dobj', ('restaurant', 'NN'))];restaurant inviting;restaurant discovered this warm
1323;positive;FOOD#QUALITY;lamb;4:8;The lamb was tender so full of flavor, the dessert was divine!!;lamb tender full flavor dessert divine;[(('tender', 'NN'), 'nsubj', ('lamb', 'NN')), (('lamb', 'NN'), 'det', ('The', 'DT')), (('tender', 'NN'), 'cop', ('was', 'VBD')), (('tender', 'NN'), 'amod', ('full', 'JJ')), (('full', 'JJ'), 'advmod', ('so', 'RB')), (('tender', 'NN'), 'nmod', ('flavor', 'NN')), (('flavor', 'NN'), 'case', ('of', 'IN')), (('tender', 'NN'), 'acl:relcl', ('divine', 'JJ')), (('divine', 'JJ'), 'nsubj', ('dessert', 'NN')), (('dessert', 'NN'), 'det', ('the', 'DT')), (('divine', 'JJ'), 'cop', ('was', 'VBD'))];lamb tender the;lamb was the
1324;negative;FOOD#STYLE_OPTIONS;vegetarian dish;22:37;Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).;rather preparing vegetarian dish chef presented plate steamed vegetables minus sauce seasoning form aesthetic presentation;[(('preparing', 'VBG'), 'mark', ('Rather', 'RB')), (('Rather', 'RB'), 'mwe', ('than', 'IN')), (('preparing', 'VBG'), 'dobj', ('dish', 'NN')), (('dish', 'NN'), 'compound', ('vegetarian', 'NN')), (('dish', 'NN'), 'acl:relcl', ('presented', 'VBD')), (('presented', 'VBD'), 'nsubj', ('chef', 'NN')), (('chef', 'NN'), 'det', ('the', 'DT')), (('presented', 'VBD'), 'dobj', ('me', 'PRP')), (('presented', 'VBD'), 'nmod', ('plate', 'NN')), (('plate', 'NN'), 'case', ('with', 'IN')), (('plate', 'NN'), 'det', ('a', 'DT')), (('plate', 'NN'), 'nmod', ('vegetables', 'NNS')), (('vegetables', 'NNS'), 'case', ('of', 'IN')), (('vegetables', 'NNS'), 'amod', ('steamed', 'JJ')), (('vegetables', 'NNS'), 'nmod', ('seasoning', 'NN')), (('seasoning', 'NN'), 'case', ('minus', 'CC')), (('seasoning', 'NN'), 'compound', ('sauce', 'NN')), (('vegetables', 'NNS'), 'cc', ('or', 'CC')), (('vegetables', 'NNS'), 'conj', ('form', 'NN')), (('form', 'NN'), 'det', ('any', 'DT')), (('form', 'NN'), 'cc', ('or', 'CC')), (('form', 'NN'), 'conj', ('presentation', 'NN')), (('presentation', 'NN'), 'amod', ('aesthetic', 'JJ'))];vegetarian dish dish preparing vegetarian presented;vegetarian dish dish preparing vegetarian
1325;positive;SERVICE#GENERAL;crew;43:47;Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.;years host vittorio crew always treated family although business not little gem amazing even able remember consistent but not frequent visitor;[(('years', 'NNS'), 'case', ('Over', 'IN')), (('years', 'NNS'), 'det', ('the', 'DT')), (('years', 'NNS'), 'acl:relcl', ('treated', 'VBN')), (('treated', 'VBN'), 'nsubj', ('Vittorio', 'NNP')), (('Vittorio', 'NNP'), 'det', ('the', 'DT')), (('Vittorio', 'NNP'), 'compound', ('host', 'NN')), (('Vittorio', 'NNP'), 'cc', ('and', 'CC')), (('Vittorio', 'NNP'), 'conj', ('crew', 'NN')), (('crew', 'NN'), 'nmod:poss', ('his', 'PRP$')), (('treated', 'VBN'), 'aux', ('have', 'VBP')), (('treated', 'VBN'), 'advmod', ('always', 'RB')), (('treated', 'VBN'), 'dobj', ('me', 'PRP')), (('treated', 'VBN'), 'nmod', ('family', 'NN')), (('family', 'NN'), 'case', ('as', 'IN')), (('treated', 'VBN'), 'advcl', ('does', 'VBZ')), (('does', 'VBZ'), 'mark', ('although', 'IN')), (('does', 'VBZ'), 'nmod', ('business', 'NN')), (('business', 'NN'), 'case', ('with', 'IN')), (('business', 'NN'), 'det:predet', ('all', 'PDT')), (('business', 'NN'), 'det', ('the', 'DT')), (('does', 'VBZ'), 'nsubj', ('gem', 'NN')), (('gem', 'NN'), 'det', ('this', 'DT')), (('gem', 'NN'), 'amod', ('little', 'JJ')), (('little', 'JJ'), 'neg', ('not', 'RB')), (('little', 'JJ'), 'advmod', ('so', 'RB')), (('does', 'VBZ'), 'xcomp', ('able', 'JJ')), (('able', 'JJ'), 'nsubj', ('it', 'PRP')), (('able', 'JJ'), 'dep', ('amazing', 'JJ')), (('able', 'JJ'), 'nsubj', ('he', 'PRP')), (('able', 'JJ'), 'cop', ('s', 'VBZ')), (('able', 'JJ'), 'advmod', ('even', 'RB')), (('able', 'JJ'), 'xcomp', ('remember', 'VB')), (('remember', 'VB'), 'mark', ('to', 'TO')), (('remember', 'VB'), 'dobj', ('visitor', 'NN')), (('visitor', 'NN'), 'det', ('a', 'DT')), (('visitor', 'NN'), 'amod', ('consistent', 'JJ')), (('consistent', 'JJ'), 'cc', ('but', 'CC')), (('consistent', 'JJ'), 'conj', ('not', 'RB')), (('consistent', 'JJ'), 'dep', ('frequent', 'JJ')), (('frequent', 'JJ'), 'advmod', ('so', 'RB'))];crew vittorio his;crew vittorio his
1326;positive;RESTAURANT#MISCELLANEOUS;spot;19:23;Definitely a great spot for a nice occasion or date.;definitely great spot nice occasion date;[(('Definitely', 'VB'), 'dobj', ('spot', 'NN')), (('spot', 'NN'), 'det', ('a', 'DT')), (('spot', 'NN'), 'amod', ('great', 'JJ')), (('Definitely', 'VB'), 'nmod', ('occasion', 'NN')), (('occasion', 'NN'), 'case', ('for', 'IN')), (('occasion', 'NN'), 'det', ('a', 'DT')), (('occasion', 'NN'), 'amod', ('nice', 'JJ')), (('occasion', 'NN'), 'cc', ('or', 'CC')), (('occasion', 'NN'), 'conj', ('date', 'NN'))];spot definitely a great;spot spot definitely a great for
1327;negative;RESTAURANT#GENERAL;place;47:52;If I could give 0 stars I would do so for this place.;could give stars would place;[(('give', 'VB'), 'mark', ('If', 'IN')), (('give', 'VB'), 'nsubj', ('I', 'PRP')), (('give', 'VB'), 'aux', ('could', 'MD')), (('give', 'VB'), 'dobj', ('stars', 'NNS')), (('stars', 'NNS'), 'acl:relcl', ('do', 'VB')), (('do', 'VB'), 'nsubj', ('I', 'PRP')), (('do', 'VB'), 'aux', ('would', 'MD')), (('do', 'VB'), 'advmod', ('so', 'RB')), (('do', 'VB'), 'nmod', ('place', 'NN')), (('place', 'NN'), 'case', ('for', 'IN')), (('place', 'NN'), 'det', ('this', 'DT'))];place do for this;place for this
1328;positive;FOOD#STYLE_OPTIONS;portion;4:11;The portion sizes here are huge, and the sushi is good.;portion sizes huge sushi good;[(('huge', 'JJ'), 'nsubj', ('sizes', 'NNS')), (('sizes', 'NNS'), 'det', ('The', 'DT')), (('sizes', 'NNS'), 'compound', ('portion', 'NN')), (('huge', 'JJ'), 'advmod', ('here', 'RB')), (('huge', 'JJ'), 'cop', ('are', 'VBP')), (('huge', 'JJ'), 'cc', ('and', 'CC')), (('huge', 'JJ'), 'conj', ('good', 'JJ')), (('good', 'JJ'), 'nsubj', ('sushi', 'NN')), (('sushi', 'NN'), 'det', ('the', 'DT')), (('good', 'JJ'), 'cop', ('is', 'VBZ'))];portion sizes;portion sizes
1329;negative;FOOD#PRICES;toppings;12:20;Spreads and toppings are great - though a bit pricey.;spreads toppings great though bit pricey;[(('great', 'JJ'), 'nsubj', ('Spreads', 'NNS')), (('Spreads', 'NNS'), 'cc', ('and', 'CC')), (('Spreads', 'NNS'), 'conj', ('toppings', 'NNS')), (('great', 'JJ'), 'cop', ('are', 'VBP')), (('great', 'JJ'), 'dep', ('though', 'IN')), (('great', 'JJ'), 'dep', ('pricey', 'JJ')), (('pricey', 'JJ'), 'nmod:npmod', ('bit', 'RB')), (('bit', 'RB'), 'det', ('a', 'DT'))];toppings spreads;toppings spreads
1330;positive;AMBIENCE#GENERAL;restaurant;10:20;This tiny restaurant is as cozy as it gets, with that certain Parisian flair.;tiny restaurant cozy gets certain parisian flair;[(('cozy', 'JJ'), 'nsubj', ('restaurant', 'NN')), (('restaurant', 'NN'), 'det', ('This', 'DT')), (('restaurant', 'NN'), 'amod', ('tiny', 'JJ')), (('cozy', 'JJ'), 'cop', ('is', 'VBZ')), (('cozy', 'JJ'), 'advmod', ('as', 'RB')), (('cozy', 'JJ'), 'advcl', ('gets', 'VBZ')), (('gets', 'VBZ'), 'mark', ('as', 'IN')), (('gets', 'VBZ'), 'nsubj', ('it', 'PRP')), (('gets', 'VBZ'), 'nmod', ('flair', 'NN')), (('flair', 'NN'), 'case', ('with', 'IN')), (('flair', 'NN'), 'det', ('that', 'DT')), (('flair', 'NN'), 'amod', ('certain', 'JJ')), (('flair', 'NN'), 'compound', ('Parisian', 'NNP'))];restaurant cozy this tiny;restaurant is this tiny
1331;negative;SERVICE#GENERAL;service;61:68;"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.";place pricey yes food worth but service makes feel like paying quater price;[(('pricey', 'JJ'), 'nsubj', ('place', 'NN')), (('place', 'NN'), 'det', ('This', 'DT')), (('pricey', 'JJ'), 'cop', ('is', 'VBZ')), (('pricey', 'JJ'), 'cc', ('and', 'CC')), (('pricey', 'JJ'), 'conj', ('worth', 'JJ')), (('worth', 'JJ'), 'discourse', ('yes', 'UH')), (('worth', 'JJ'), 'nsubj', ('food', 'NN')), (('food', 'NN'), 'det', ('the', 'DT')), (('worth', 'JJ'), 'cop', ('is', 'VBZ')), (('worth', 'JJ'), 'dep', ('it', 'PRP')), (('worth', 'JJ'), 'ccomp', ('makes', 'VBZ')), (('makes', 'VBZ'), 'cc', ('but', 'CC')), (('makes', 'VBZ'), 'nsubj', ('service', 'NN')), (('service', 'NN'), 'det', ('the', 'DT')), (('makes', 'VBZ'), 'ccomp', ('feel', 'VBP')), (('feel', 'VBP'), 'nsubj', ('you', 'PRP')), (('feel', 'VBP'), 'advcl', ('paying', 'VBG')), (('paying', 'VBG'), 'mark', ('like', 'IN')), (('paying', 'VBG'), 'nsubj', ('you', 'PRP')), (('paying', 'VBG'), 'aux', ('should', 'MD')), (('paying', 'VBG'), 'aux', ('be', 'VB')), (('paying', 'VBG'), 'dobj', ('quater', 'NN')), (('quater', 'NN'), 'det', ('a', 'DT')), (('quater', 'NN'), 'nmod', ('price', 'NN')), (('price', 'NN'), 'case', ('of', 'IN')), (('price', 'NN'), 'det', ('the', 'DT'))];service makes the;service makes the
1332;negative;FOOD#QUALITY;tiramisu;41:49;But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.;but wasn icing cake tiramisu resembled nothing ever;[(('t', 'VBP'), 'cc', ('But', 'CC')), (('t', 'VBP'), 'nsubj', ('wasn', 'NN')), (('wasn', 'NN'), 'det', ('that', 'DT')), (('t', 'VBP'), 'xcomp', ('tiramisu', 'NN')), (('tiramisu', 'NN'), 'nsubj', ('icing', 'NN')), (('icing', 'NN'), 'det', ('the', 'DT')), (('icing', 'NN'), 'nmod', ('cake', 'NN')), (('cake', 'NN'), 'case', ('on', 'IN')), (('cake', 'NN'), 'det', ('the', 'DT')), (('tiramisu', 'NN'), 'det', ('a', 'DT')), (('tiramisu', 'NN'), 'acl:relcl', ('resembled', 'VBD')), (('resembled', 'VBD'), 'nsubj', ('that', 'WDT')), (('resembled', 'VBD'), 'xcomp', ('nothing', 'NN')), (('nothing', 'NN'), 'acl:relcl', ('had', 'VBN')), (('had', 'VBN'), 'nsubj', ('I', 'PRP')), (('had', 'VBN'), 'aux', ('have', 'VBP')), (('had', 'VBN'), 'advmod', ('ever', 'RB'))];tiramisu t icing a resembled;tiramisu t a resembled
1333;positive;FOOD#QUALITY;balsamic vinegar over icecream;26:56;if you're daring, try the balsamic vinegar over icecream, it's wonderful!;daring try balsamic vinegar icecream wonderful;[(('re', 'VBP'), 'mark', ('if', 'IN')), (('re', 'VBP'), 'nsubj', ('you', 'PRP')), (('re', 'VBP'), 'advmod', ('daring', 'RB')), (('re', 'VBP'), 'dep', ('try', 'VB')), (('try', 'VB'), 'dobj', ('vinegar', 'NN')), (('vinegar', 'NN'), 'det', ('the', 'DT')), (('vinegar', 'NN'), 'amod', ('balsamic', 'JJ')), (('vinegar', 'NN'), 'nmod', ('icecream', 'NN')), (('icecream', 'NN'), 'case', ('over', 'IN')), (('vinegar', 'NN'), 'acl:relcl', ('wonderful', 'JJ')), (('wonderful', 'JJ'), 'nsubj', ('it', 'PRP')), (('wonderful', 'JJ'), 'cop', ('s', 'VBZ'))];balsamic vinegar vinegar try the balsamic icecream wonderful over icecream icecream vinegar over;balsamic vinegar vinegar try the balsamic over over vinegar icecream icecream over
1334;positive;AMBIENCE#GENERAL;music;165:170;You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.;get completely delish martini glass drinks recommend vanilla shanty mmmm great homey setting great music;[(('get', 'VB'), 'nsubj', ('You', 'PRP')), (('get', 'VB'), 'aux', ('can', 'MD')), (('get', 'VB'), 'dobj', ('martini', 'NN')), (('martini', 'NN'), 'det', ('a', 'DT')), (('martini', 'NN'), 'amod', ('delish', 'JJ')), (('delish', 'JJ'), 'advmod', ('completely', 'RB')), (('get', 'VB'), 'nmod', ('glass', 'NN')), (('glass', 'NN'), 'case', ('in', 'IN')), (('glass', 'NN'), 'det', ('a', 'DT')), (('glass', 'NN'), 'acl:relcl', ('drinks', 'NNS')), (('drinks', 'NNS'), 'nsubj', ('that', 'WDT')), (('drinks', 'NNS'), 'cop', ('s', 'VBZ')), (('drinks', 'NNS'), 'case', ('about', 'IN')), (('drinks', 'NNS'), 'advcl', ('recommend', 'VBP')), (('recommend', 'VBP'), 'mark', ('for', 'IN')), (('recommend', 'VBP'), 'nsubj', ('I', 'PRP')), (('recommend', 'VBP'), 'dobj', ('mmmm', 'NN')), (('mmmm', 'NN'), 'det', ('the', 'DT')), (('mmmm', 'NN'), 'compound', ('Vanilla', 'NNP')), (('mmmm', 'NN'), 'compound', ('Shanty', 'NNP')), (('mmmm', 'NN'), 'nmod', ('homey', 'NN')), (('homey', 'NN'), 'case', ('in', 'IN')), (('homey', 'NN'), 'det', ('a', 'DT')), (('homey', 'NN'), 'amod', ('great', 'JJ')), (('homey', 'NN'), 'acl', ('setting', 'VBG')), (('setting', 'VBG'), 'nmod', ('music', 'NN')), (('music', 'NN'), 'case', ('with', 'IN')), (('music', 'NN'), 'amod', ('great', 'JJ'))];music setting with great;music with great
